x,y,z,agent_type
34.42596543361047,0,91.05730615950402,Susceptible
22.97348180289728,0,91.43016033921032,Susceptible
8.753942199483788,0,56.875891115721686,Susceptible
2.8074893848296756,0,14.436906638023272,Susceptible
21.835610409497352,0,88.04293830838016,Susceptible
44.196102977811144,0,42.60847234304519,Susceptible
79.84469330171315,0,2.03443647685263,Susceptible
64.27883166968418,0,14.433815255126037,Susceptible
4.084005915880873,0,92.69005650389674,Susceptible
86.11865443615797,0,80.30414263265187,Susceptible
82.9126640339189,0,51.21036954229267,Susceptible
93.80227891392529,0,71.82745309956951,Susceptible
60.91802680014206,0,64.41201704403193,Susceptible
14.62886485474878,0,94.66492329870488,Susceptible
72.3829479879922,0,76.92406193316307,Susceptible
95.52616677484164,0,83.81708421362886,Susceptible
15.817023882459868,0,56.009044786893426,Susceptible
4.451428951086978,0,51.63176548432988,Susceptible
8.667900072797984,0,87.59731115916726,Susceptible
26.702152334677454,0,26.008536123950186,Susceptible
69.9869158183335,0,62.52775449200513,Susceptible
91.52998495285168,0,32.557452898506625,Susceptible
24.676452582915164,0,53.169118978513765,Susceptible
9.925169661464384,0,92.1886964196465,Susceptible
40.77778282167868,0,3.503091272298453,Susceptible
73.68553304724263,0,12.803865658649261,Susceptible
24.397175387003823,0,45.22438088610855,Susceptible
73.98114965980693,0,76.78035432106401,Susceptible
42.37588498064297,0,54.72641660457521,Susceptible
66.163799448412,0,29.93670776009737,Susceptible
22.854683958070265,0,68.0339138504825,Susceptible
15.899187879902655,0,17.82983340175498,Susceptible
87.69866949615282,0,60.09276537810395,Susceptible
62.43160723795268,0,43.179325973403515,Susceptible
79.17852860606438,0,33.26150847068779,Susceptible
25.74385518976594,0,54.913729419254445,Susceptible
96.7934278406264,0,26.317327095213784,Susceptible
58.836448882165605,0,71.6391850415328,Susceptible
8.744694982001967,0,64.80219093471084,Susceptible
75.31109046415877,0,35.51937744428917,Susceptible
12.075224428916155,0,48.268654219491694,Susceptible
24.399174192548966,0,15.439159929579594,Susceptible
44.57581471573021,0,10.419987447455414,Susceptible
59.30344989708124,0,83.02521613968439,Susceptible
17.846851356320347,0,42.972819673608555,Susceptible
51.209677281850276,0,18.1194954946564,Susceptible
48.165753188697316,0,20.020449730178846,Susceptible
99.6870610683958,0,37.13647165867949,Susceptible
59.05495911481326,0,41.726275508001976,Susceptible
1.3410689396257558,0,64.43169453769345,Susceptible
43.66463955479751,0,88.23135961636682,Susceptible
36.463788979753595,0,54.60060787765266,Susceptible
63.03051940930858,0,30.43374556674191,Susceptible
72.22001662903315,0,11.474071738915903,Susceptible
86.94902970446574,0,89.6286160672091,Susceptible
15.886770577705233,0,43.76661815850912,Susceptible
41.34577894087067,0,31.210529397281185,Susceptible
24.687727480279154,0,47.39335451709999,Susceptible
8.86341030630854,0,47.76300308924258,Susceptible
90.80409896718369,0,6.451302127380254,Susceptible
98.55639562369073,0,53.922120060555464,Susceptible
98.26223609327162,0,4.159365756198008,Susceptible
10.416449602523992,0,36.262532854142485,Susceptible
29.339896528272323,0,58.860052343819255,Susceptible
73.61654724653862,0,54.145281087770734,Susceptible
66.4177843176013,0,36.46665672757282,Susceptible
74.74662297576987,0,49.7958430444931,Susceptible
68.9524908723608,0,25.75825360468874,Susceptible
8.762440673108628,0,32.40652082573315,Susceptible
71.39656942468271,0,32.29748410325095,Susceptible
22.637968171225243,0,54.558431713929636,Susceptible
48.559764353456345,0,5.545083658353955,Susceptible
20.896865772994445,0,22.174081428388682,Susceptible
49.87452009572869,0,69.68036719214975,Susceptible
93.00983294558345,0,98.35910178018966,Susceptible
85.35021885678246,0,49.65168264829048,Susceptible
11.253669992847183,0,88.82581441709787,Susceptible
60.77845208616933,0,12.380811675758373,Susceptible
63.42422725742528,0,49.71929167431175,Susceptible
21.86012114760213,0,36.88171919720013,Susceptible
34.19190688176502,0,31.780173243087738,Susceptible
19.103103704826886,0,33.60907198237059,Susceptible
85.9911744203017,0,43.43818835912572,Susceptible
23.82430884736616,0,27.218027704729863,Susceptible
14.39255852020379,0,22.932944712666693,Susceptible
40.02952093802962,0,71.96710676693037,Susceptible
53.09472105485693,0,7.068135683630694,Susceptible
68.9912011729704,0,50.28946386361896,Susceptible
8.718915541529459,0,81.82535434598347,Susceptible
60.21316249610371,0,92.85061229122962,Susceptible
1.6290178711204972,0,50.478991154996024,Susceptible
36.949811435974546,0,84.70224752239264,Susceptible
28.72298825110824,0,50.46142321512652,Susceptible
10.247059418227444,0,13.464266323193542,Susceptible
72.30687123780567,0,83.65434637043406,Susceptible
54.145963130764805,0,14.52119039705363,Susceptible
31.454800688964447,0,95.9052461406388,Susceptible
53.90736088377649,0,67.1807239567729,Susceptible
97.7613327519965,0,1.1416511107003369,Susceptible
44.90046434341093,0,12.66223383948214,Susceptible
99.39069304440238,0,43.15809108565326,Susceptible
53.26116739565442,0,19.452826926661203,Susceptible
31.472264219408586,0,48.25082408169259,Susceptible
54.28278051645348,0,44.905165395105854,Susceptible
67.39754597145344,0,79.52498979734388,Susceptible
