x,y,z,agent_type
91.39019347065658,0,13.580642124213927,Susceptible
12.983360453450887,0,33.55522604105027,Susceptible
15.15884855473707,0,94.10556648265984,Susceptible
56.171525054259696,0,27.410583299154958,Susceptible
71.71522688474938,0,95.58676312546496,Susceptible
31.586243556186844,0,70.9485306320612,Susceptible
42.5771708688256,0,36.3832518886568,Susceptible
25.359594464278125,0,27.038078162148505,Susceptible
84.69952667447188,0,19.120159307578454,Susceptible
64.73072924842633,0,2.9423242808379935,Susceptible
11.386716887113268,0,24.4369821176191,Susceptible
55.418256461169435,0,85.81582929643002,Susceptible
54.90288658700694,0,17.836606986478053,Susceptible
4.674903067837111,0,18.692112883924437,Susceptible
29.783349526149127,0,37.043921898108444,Susceptible
84.16518894845412,0,4.097941001892281,Susceptible
7.453038248124233,0,86.45833421809925,Susceptible
79.82490063113882,0,25.35588749105703,Susceptible
77.71442408294274,0,42.70422949086995,Susceptible
94.57736859166125,0,82.09257130760135,Susceptible
34.27611743279743,0,20.935890936472312,Susceptible
53.20663185247013,0,97.49034448060347,Susceptible
23.866912185290634,0,77.62730524706329,Susceptible
53.64723701726473,0,81.13909516980641,Susceptible
33.44494811889482,0,29.770304362156253,Susceptible
82.30437566954653,0,63.78082500205486,Susceptible
93.77831462425542,0,30.245686015252858,Susceptible
50.71015533993434,0,45.35375644481107,Susceptible
47.9990218420701,0,11.186876326487615,Susceptible
45.92224354689529,0,93.02376573276906,Susceptible
42.738797280560284,0,74.00762627586266,Susceptible
70.90978285615792,0,90.24181548528725,Susceptible
9.746128630478989,0,30.11207551579006,Susceptible
82.03248251319418,0,28.670188884591298,Susceptible
99.24838210021954,0,40.93731512109508,Susceptible
97.4469248552707,0,11.6718738224162,Susceptible
92.2205211944325,0,15.102110274233304,Susceptible
15.976146783035894,0,75.94797826386554,Susceptible
65.37225042612835,0,32.732497479202785,Susceptible
83.18516382641367,0,54.46005667645058,Susceptible
92.96404445510336,0,4.602039290697757,Susceptible
28.639752267693254,0,78.77271710537408,Susceptible
10.213899960240013,0,24.989540852464632,Susceptible
94.15695657668837,0,97.15164972126603,Susceptible
79.6268604160183,0,26.721432009257974,Susceptible
89.63738599115142,0,95.05203897640017,Susceptible
35.06428607934178,0,28.130328442098907,Susceptible
80.28999791247317,0,68.11462226102444,Susceptible
78.5486396519066,0,55.01341664696607,Susceptible
25.30058151218818,0,51.27898163282626,Susceptible
7.383932128902238,0,25.058104878011832,Susceptible
77.98709545833071,0,58.856763281479196,Susceptible
17.62346233550025,0,74.02495663162499,Susceptible
93.75188194356521,0,95.1044601393604,Susceptible
96.2853901302251,0,42.072705521396614,Susceptible
74.36725951635715,0,29.03480943700586,Susceptible
92.53891921490343,0,28.423018347651762,Susceptible
47.23847514241329,0,12.238048247113964,Susceptible
50.63398689894962,0,56.27400874129817,Susceptible
38.6562854059263,0,39.755631412764444,Susceptible
80.45671240986742,0,24.19729850909289,Susceptible
93.9729917206489,0,6.406292111974043,Susceptible
79.59880701192506,0,15.761230595588248,Susceptible
88.43283900341467,0,65.03400790713411,Susceptible
6.330485001072073,0,54.534417148057244,Susceptible
70.18271655547812,0,93.28381214524933,Susceptible
50.49156943922456,0,38.294848507637184,Susceptible
21.695414492202225,0,86.92177519102626,Susceptible
54.21566629485891,0,40.90898920492432,Susceptible
53.97208152401276,0,44.3050908776767,Susceptible
93.02243294756947,0,57.6428537693365,Susceptible
54.7434903481774,0,41.59807762366492,Susceptible
24.564809694472,0,45.8971164740824,Susceptible
90.61524480486497,0,8.80909736957365,Susceptible
44.04172229553707,0,30.33251855848048,Susceptible
1.537651731703693,0,26.00231253540224,Susceptible
88.11320499894072,0,95.75629861584345,Susceptible
86.85457665715671,0,82.98506931409764,Susceptible
84.6709942155003,0,14.534031669052784,Susceptible
48.29034974227522,0,95.42810060929693,Susceptible
58.57363970147853,0,2.5088206295000637,Susceptible
89.23403424982999,0,35.609612359934296,Susceptible
60.494308379245524,0,17.917110399648116,Susceptible
50.308738063991264,0,84.07235784918771,Susceptible
95.37782338304687,0,45.231259955183724,Susceptible
46.59861304536239,0,65.21798221408504,Susceptible
83.68479203134778,0,78.53541005378183,Susceptible
75.91223657765363,0,33.086543197806485,Susceptible
81.32940805201628,0,88.96053996234089,Susceptible
0.21312989379596026,0,98.27033223284546,Susceptible
65.63747835713862,0,20.160655872167098,Susceptible
57.3850051076657,0,33.77411249768832,Susceptible
78.1390585839333,0,84.36612849549437,Susceptible
61.28390355158489,0,77.02370979634782,Susceptible
61.034254450007694,0,7.805172367378354,Susceptible
94.75942257835858,0,4.5324540635962585,Susceptible
12.215739452537699,0,37.96759392227496,Susceptible
17.519281264396234,0,85.96305282407216,Susceptible
99.70440005657893,0,9.494843684894372,Susceptible
62.13126851893664,0,93.6611981640682,Susceptible
44.2906351279606,0,1.8759719026344879,Susceptible
99.24416798691563,0,95.07054911708202,Susceptible
71.38952665486984,0,61.18206035762254,Susceptible
43.11308923989371,0,34.7708114387799,Susceptible
70.60624021096518,0,36.86279326115355,Susceptible
54.90573005655016,0,84.08089677210117,Susceptible
88.05290528138968,0,99.32080890311929,Susceptible
49.498514204239626,0,56.8391715873844,Susceptible
44.76562494016408,0,1.2861313246299577,Susceptible
70.97475408848294,0,16.176854424206113,Susceptible
49.04053331582908,0,93.22216551359355,Susceptible
73.21449592120257,0,91.40016713100628,Susceptible
68.9758565064317,0,7.433540957067519,Susceptible
25.178375936039533,0,94.37653060533039,Susceptible
40.80036203466633,0,98.09919684110695,Susceptible
25.55102302121356,0,46.28665226544354,Susceptible
55.24948790052483,0,68.9885196016944,Susceptible
82.43599200893443,0,7.110658408778681,Susceptible
72.69807083297958,0,65.59370194046696,Susceptible
47.175467951045036,0,5.10799775912597,Susceptible
62.64025081058256,0,85.66698633093817,Susceptible
23.87569250809444,0,44.67557163131997,Susceptible
71.67367618896651,0,85.16120661102859,Susceptible
54.89989425236483,0,2.112944514023951,Susceptible
12.245115492918824,0,76.23168093895588,Susceptible
43.39412212883326,0,43.30690795293988,Susceptible
15.001176807905669,0,55.20150126214611,Susceptible
82.53263695770548,0,78.3915374035451,Susceptible
9.883998227030178,0,32.65985997914746,Susceptible
8.817262500405054,0,81.43403710177405,Susceptible
81.08887430373305,0,35.43918443206652,Susceptible
29.647976163032453,0,27.286902662582314,Susceptible
56.04386309409735,0,79.94632543700584,Susceptible
37.501633871015706,0,59.90902876880354,Susceptible
83.55118729886941,0,54.475269870022366,Susceptible
63.80103986818446,0,99.48329857604303,Susceptible
70.29412038986514,0,98.90635804298007,Susceptible
61.65028088910777,0,50.16489592521277,Susceptible
16.41520031196184,0,81.29758151522371,Susceptible
0.7927637085224148,0,88.4134486012015,Susceptible
92.5576499027893,0,34.816243867858454,Susceptible
54.893229378306664,0,37.514693169980426,Susceptible
28.1195088061014,0,20.708637813153917,Susceptible
24.237285778169237,0,68.70579419773865,Susceptible
23.27764756706524,0,31.47781212391011,Susceptible
22.840378476044386,0,36.00053201979664,Susceptible
67.59070410909695,0,37.12752294021789,Susceptible
57.60344914783298,0,11.536730978988096,Susceptible
40.80530842528434,0,98.92954855973292,Susceptible
36.9840435681227,0,68.0449012929248,Susceptible
48.67058194363922,0,50.706417307299226,Susceptible
97.32135231669825,0,4.996316921757393,Susceptible
79.25809177777403,0,90.32680179020325,Susceptible
20.830089266494745,0,8.231452053336385,Susceptible
81.06766259239656,0,51.00012972359427,Susceptible
90.800190336672,0,28.413945663273445,Susceptible
83.744891756246,0,24.209398933614857,Susceptible
25.034112989970648,0,75.56422296752181,Susceptible
82.31259194381173,0,69.17542080106807,Susceptible
57.43575379062737,0,81.23803269439786,Susceptible
33.45339867930217,0,99.29197240833727,Susceptible
57.323379132365595,0,52.04659495422456,Susceptible
55.77662540756854,0,39.73543493485935,Susceptible
84.8228956133835,0,57.56311337691285,Susceptible
11.6471482919008,0,55.2722235403624,Susceptible
64.60316302973068,0,39.91937485545796,Susceptible
18.684200170731245,0,63.81737169441587,Susceptible
23.924225899076077,0,77.7090607236363,Susceptible
82.32465037964761,0,63.388993663766335,Susceptible
82.01495326228367,0,38.59201021783949,Susceptible
2.4260786159685743,0,4.419999903292671,Susceptible
13.993517226030484,0,90.80611810825611,Susceptible
68.71440855586776,0,90.1170946883828,Susceptible
46.42378622175312,0,1.6788030307423374,Susceptible
45.43501726258534,0,79.37565965323675,Susceptible
45.27312234718451,0,15.230049057852435,Susceptible
3.644511972663589,0,72.38968484999594,Susceptible
41.07527963088008,0,55.26324445600921,Susceptible
83.40579271495055,0,98.84989279291354,Susceptible
78.35948298152182,0,73.27478930883842,Susceptible
38.43634622055385,0,86.90823358930356,Susceptible
76.96542698422823,0,40.927088572843175,Susceptible
62.41005282224261,0,80.42013540240038,Susceptible
92.71823684197112,0,4.843464470116976,Susceptible
52.301640633991575,0,8.174702316645776,Susceptible
15.613478543324156,0,29.500220701547253,Susceptible
89.68172176352847,0,83.6895126614043,Susceptible
65.60584678248233,0,86.5535459213142,Susceptible
40.98900149908887,0,74.6411093450442,Susceptible
80.21481854452077,0,94.14938548900673,Susceptible
49.31204442582596,0,98.59744404330186,Susceptible
74.89358254166538,0,3.1574201182043127,Susceptible
15.68057628418902,0,41.16700964972223,Susceptible
58.52312208602617,0,25.706135219438142,Susceptible
61.97859691114147,0,51.011353111374234,Susceptible
4.284435237256357,0,24.738155546290873,Susceptible
57.0290240813214,0,72.27076303313233,Susceptible
85.75275174021728,0,71.78464752220765,Susceptible
75.35580221679032,0,27.755777545802307,Susceptible
43.70516656680712,0,17.475818951730517,Susceptible
5.890517157970898,0,49.389542483970914,Susceptible
28.659673099256377,0,72.88470929454685,Susceptible
10.14607481849631,0,12.652747719681079,Susceptible
95.48799625453324,0,37.5234779067925,Susceptible
71.04880498321177,0,66.95511844143758,Susceptible
25.800445400751528,0,26.82247507411941,Susceptible
28.70797818084808,0,94.13085136865259,Susceptible
93.6266360383188,0,64.59400075060047,Susceptible
46.873078662138845,0,79.128310289107,Susceptible
11.50895070765483,0,4.74135453597786,Susceptible
47.60445400731101,0,68.75988345187774,Susceptible
33.995092308663864,0,12.450086000692206,Susceptible
89.32077411556655,0,17.334096119919764,Susceptible
3.420316735753126,0,78.90497556415949,Susceptible
35.66051519031858,0,14.241327714155627,Susceptible
11.6476298329522,0,78.66142045321641,Susceptible
64.27312907066509,0,97.43320770395849,Susceptible
42.323819610345346,0,42.33458501849918,Susceptible
30.23237272383573,0,30.98918707355963,Susceptible
69.86900669164513,0,63.90235142894573,Susceptible
75.84421278330116,0,40.72049186366572,Susceptible
59.135476395784245,0,66.87338178856646,Susceptible
27.299622431650107,0,44.293595378333436,Susceptible
52.89088791911105,0,16.21314465330831,Susceptible
55.972652412975506,0,42.2736342854484,Susceptible
12.75620884339661,0,5.6154875922759135,Susceptible
74.84528686982684,0,11.541376540074433,Susceptible
74.11215684973945,0,74.2233259373646,Susceptible
71.94065319612152,0,17.993229523137288,Susceptible
35.59084801243992,0,52.13828119495243,Susceptible
52.749344071546304,0,86.17063028963055,Susceptible
89.12371312069386,0,96.95563988193383,Susceptible
87.78497109393395,0,63.90306522723731,Susceptible
79.18364573591772,0,73.38176795378412,Susceptible
71.63656801534678,0,10.915171913406219,Susceptible
87.05496285264518,0,71.66498504875855,Susceptible
42.73731887057537,0,1.2128499810354465,Susceptible
52.95161411026105,0,35.97291849913354,Susceptible
42.1943207034518,0,41.91831327293873,Susceptible
55.12380983048967,0,10.914541816749868,Susceptible
24.516850077117713,0,27.989028466928424,Susceptible
82.14440130384631,0,2.2845069146419816,Susceptible
40.511292395718215,0,66.47360655889274,Susceptible
79.85018256350784,0,33.681327211165204,Susceptible
58.81930984713988,0,71.03673528010546,Susceptible
21.9481284894141,0,77.04787136314705,Susceptible
9.29884673808844,0,26.680307225688814,Susceptible
20.613839206605032,0,83.28493327613367,Susceptible
76.07681365721288,0,86.28191096485646,Susceptible
87.82908879315526,0,39.33497753522322,Susceptible
0.790050893262062,0,32.00277836296186,Susceptible
94.12954014940593,0,49.60850673714429,Susceptible
48.95706460883782,0,46.29994331995378,Susceptible
86.66708403395333,0,90.32873146683605,Susceptible
56.64164399089805,0,57.939709848050626,Susceptible
17.654171340557344,0,26.703558737620202,Susceptible
76.24485238385417,0,72.77788784794105,Susceptible
66.12526559532358,0,49.65239553687795,Susceptible
97.10769113333943,0,55.12944283708722,Susceptible
95.24536026756317,0,43.69759476474873,Susceptible
82.01552024632936,0,29.187639793519992,Susceptible
99.29991727484315,0,28.19530726770818,Susceptible
71.25683581252108,0,23.30444244919374,Susceptible
4.951486070062938,0,47.86764780345757,Susceptible
55.38718740743585,0,82.11618600041223,Susceptible
45.73244386490741,0,86.77509996501918,Susceptible
43.84567328921879,0,38.80868967485544,Susceptible
42.61567205277741,0,80.50188743713508,Susceptible
79.27365570259897,0,32.036473838314016,Susceptible
49.04889860318443,0,59.29949746170088,Susceptible
55.79059635942478,0,9.62162008028512,Susceptible
41.73036863657703,0,74.48864232658437,Susceptible
